Sample Name,Sample SubType,Class,SiO2 (wt%),TiO2 (vol%),Al2O3 (wt%),FeO (vol%),MgO (wt%),MnO (wt%),CaO (wt%),Na2O (wt%),K2O (wt%),P2O5 (wt%),Cr2O3 (vol%),Fe (wt%),Cr (wt%),Mn (wt%),Mg (wt%),Ca (wt%),Al (wt%),Na (wt%),Ti (wt%),La (ppm),Sm (ppm),Eu (ppm),Yb (ppm),Lu (ppm),Ba (ppm),He3 (ccstp/g),He4 (ccstp/g),Ne20 (ccstp/g),Ne21 (ccstp/g),Ne22 (ccstp/g),Ar36 (ccstp/g),Ar38 (ccstp/g),Ar40 (ccstp/g),FeTOT (wt%),FeS (wt%),Fe/Mg,MnO/MgO,FeO/MgO,Al2O3/CaO,La/Lu,Eu/Sm,He3/He4,Ne21/Ne22,Ar40/Ar36,Total REE,major_oxides_mean,iron_related_mean,ree_mean,he_group_mean,ne_group_mean,ar_group_mean,lithophile_mean,siderophile_mean,all_noble_gases_mean,elemental_weight_mean,Fe_Oxidation_Index,Mg_Si_Ratio,Mafic_Index,Eu_Anomaly,Silica_Saturation_Index,Mg_Number,Volatile_Depletion_Index,Refractory_Volatile_Ratio,Metal_Silicate_Proxy
ALLEGAN,H5,H,37.37875,0.091666667,2.178333333,13.128,25.62,0.285,1.71,0.862,0.12,0.25,0.378,28.19727273,0.317222222,0.222881818,14.31166667,1.234428571,1.072888889,0.581444444,0.0555,35.494625,23.154125,9.0593375,25.412,3.81225,3.4352,9.45E-08,1.77E-05,3.87E-08,1.95E-08,2.31E-08,8.95E-09,3.68E-09,5.86E-05,26.544,5.176666667,1.97022984,0.011124122,0.512412178,1.273879142,9.31067611,0.391262356,0.005325444,0.843817787,6548.230912,96.9323375,8.550510417,19.97264646,19.3864675,8.92E-06,2.71E-08,1.95E-05,4.300107143,9.579125589,9.57E-06,5.749163167,0.465576942,0.685416179,0.979546436,0.373476112,0.964662692,0.661195417,0.026271612,3.959606242,0.754366391
FOREST CITY,H5,H,35.61,0.1,2.045,8.11,23.33,0.3,1.53,0.81,0.08,0.25,0.1,27.40833333,0.301833333,0.234857143,14.07,1.12225,1.0825,0.6128,0.0588,0.325333333,0.215333333,0.074933333,0.226666667,0.037666667,3.256666667,9.10E-08,1.47E-05,2.60E-08,2.25E-08,2.45E-08,1.40E-08,5.50E-09,5.56E-05,28.52,6.19,1.947998105,0.01285898,0.347621089,1.336601307,8.637168142,0.347987616,0.006190476,0.918367347,3971.428571,0.879933333,7.994375,20.70611111,0.175986667,7.40E-06,2.43E-08,1.85E-05,4.2218875,9.315007937,8.81E-06,5.611421726,0.295895409,0.655153047,0.834948878,0.339176371,1.132633588,0.742048346,0.024992979,4.016853928,0.769680801
FOREST VALE,H4,H,37.02,0.12,2.215,6.305,23.345,0.295,1.795,1.085,0.155,0.295,0.37,27.75,0.34074,0.2381,14.18666667,1.2625,1.168333333,0.751333333,0.072,0.293833333,0.189166667,0.071583333,0.208333333,0.035,1.91,1.10E-06,2.37E-05,2.38E-07,2.68E-07,2.90E-07,7.83E-08,4.67E-08,6.34E-05,27.33,5.49,1.95606203,0.012636539,0.270079246,1.233983287,8.395238095,0.378414097,0.046413502,0.924582614,810.0775194,0.797916667,8.275625,20.19,0.159583333,1.24E-05,2.65E-07,2.12E-05,4.342208333,9.442946667,1.11E-05,5.721209167,0.227207207,0.630605078,0.755702816,0.360587136,1.24856661,0.787352445,0.033495408,3.233870965,0.749594814
RICHARDTON,H5,H,34.672,0.0952,2.144,9.67,22.476,0.31,1.586,0.87,0.11,0.298,0.4975,33.319,0.333377778,0.21718,14.10666667,1.161333333,1.192166667,0.5819875,0.05746,27.90363636,17.70863636,6.971363636,19.543,3.029009091,2.063,2.89E-07,1.36E-05,9.16E-08,8.79E-08,9.95E-08,2.79E-08,2.63E-08,4.83E-05,27.475,4.435,2.361932892,0.01379249,0.430236697,1.351828499,9.212133581,0.393670269,0.02134848,0.88332054,1729.119754,75.15564545,7.80825,21.743,15.03112909,6.92E-06,9.30E-08,1.61E-05,4.260538542,11.28985259,7.81E-06,6.371146493,0.290224797,0.648246424,0.873152977,0.374739576,1.078578983,0.699184969,0.028264882,3.806122445,0.960977157
JILIN,H5,H,36.348,0.096,2.104,8.616,22.606,0.308,1.794,0.918,0.112,0.236,0.486,40.73,0.355333333,0.2672,13.835,1.205,1.148,0.554,0.048,32.94244444,18.26937,7.729877778,23.18825556,3.473077778,2.881666667,1.68E-08,3.32E-06,7.72E-09,7.55E-09,8.95E-09,9.55E-09,2.80E-09,2.58E-05,29.4,5.344,2.943982653,0.013624701,0.381137751,1.172798216,9.485086875,0.423105875,0.005066283,0.843851289,2706.511462,85.60302556,8.05325,25.158,17.12060511,1.67E-06,8.07E-09,8.62E-06,4.1855,13.78417778,3.65E-06,7.267816667,0.211539406,0.621932431,0.811973369,0.375557814,1.164179104,0.72404074,0.028337185,3.784466016,1.120556839
PULTUSK,H5,H,36.285,0.09,2.275,9.48,23.44,0.275,1.745,0.83,0.095,0.235,0.37,26.61,0.3272,0.223428571,13.86,1.47575,1.1134,0.6324,0.0534,0.300666667,0.19575,0.071666667,0.222,0.033333333,3.276666667,1.19E-07,3.28E-05,1.14E-07,2.56E-08,3.44E-08,1.64E-08,5.66E-09,4.78E-05,27.21,5.97,1.91991342,0.011732082,0.40443686,1.303724928,9.02,0.36611324,0.003623267,0.744046467,2922.779136,0.823416667,8.1475,19.93,0.164683333,1.65E-05,5.80E-08,1.59E-05,4.2703875,9.053542857,1.01E-05,5.536947321,0.356257046,0.645996968,0.85373444,0.343787301,1.102217497,0.712029162,0.025492628,4.345945941,0.733360893
KERNOUVE,H6,H,34.63,0.13,2.75,10.35,23.455,0.31,1.815,1.16,0.08,0.19,0.57,29.37333333,0.382,0.2315,14.145,1.295,1.4555,0.78,0.078,0.50055,0.2387,0.0845,0.2544,0.03825,3.05,9.00E-06,4.16E-05,1.17E-08,1.26E-08,1.32E-08,8.43E-09,1.64E-08,5.40E-05,30.06,4.82,2.076587722,0.013216798,0.441270518,1.515151515,13.08627451,0.354000838,0.092733711,0.954545455,6411.07814,1.1164,8.04875,21.41777778,0.22328,2.53E-05,1.25E-08,1.80E-05,4.418875,9.995611111,1.31E-05,5.967541667,0.352360418,0.677302917,0.904360621,0.342903521,1.024404674,0.693832273,0.035807104,3.68145161,0.848204832
ESTACADO,H6,H,35.815,0.11,3.08,12.345,22.575,0.29,2.245,1.38,0.22,0.5,0.72,27.315,0.493,0.224,13.61,1.605,1.63,1.025,0.066,0.671,0.934,0.098,0.381,0.056,33.82,7.93E-08,1.28E-05,4.99E-08,1.72E-08,2.20E-08,4.40E-09,2.00E-09,1.43E-05,27.315,4.72,2.006980162,0.012846069,0.546843854,1.371937639,11.98214286,0.104925054,0.006209867,0.785117692,3250,2.14,8.263125,19.78333333,0.428,6.42E-06,2.97E-08,4.77E-06,4.4675,9.344,3.41E-06,5.746,0.451949478,0.630322491,0.897801774,0.164282063,1.025630011,0.646477663,0.044674019,3.328124998,0.762669273
MILLER (ARKANSAS),H5,H,38.13,0.142,2.06,4.74,23.71,0.31,1.61,0.82,0.098,0.5,0.32,27.714,0.284,0.233857143,14.295,1.15,1.085,0.5784,0.074333333,0.284,0.183,0.0658,0.19,0.035,2.74,6.32E-08,1.96E-05,2.75E-08,1.11E-08,1.43E-08,3.23E-09,1.04E-09,1.38E-05,27.01,5.39,1.938719832,0.013074652,0.199915647,1.279503106,8.114285714,0.359562842,0.003231687,0.776285047,4265.370349,0.7578,8.40475,20.038,0.15156,9.81E-06,1.76E-08,4.59E-06,4.2771,9.410619048,4.18E-06,5.67682381,0.171032691,0.621820089,0.707887534,0.352877157,1.340246046,0.833391916,0.024075531,3.997821346,0.726829268
OCHANSK,H4,H,36.52333333,0.093333333,3.126666667,8.023333333,23.48333333,0.253333333,1.746666667,0.723333333,0.12,0.216666667,0.34,24.92,0.284333333,0.215114286,14.995,1.296,1.4878,0.551,0.057333333,0.29405,0.1936,0.081066667,0.2041,0.0306,4.2,1.16E-07,1.33E-05,2.45E-08,1.63E-08,2.09E-08,1.50E-08,8.94E-09,5.45E-05,27.27333333,5.046666667,1.661887296,0.010787793,0.341660752,1.790076336,9.609477124,0.418732782,0.008706897,0.782459746,3634.857143,0.803416667,8.274166667,19.08,0.160683333,6.73E-06,2.06E-08,1.82E-05,4.58245,8.473149206,8.51E-06,5.475822619,0.321963617,0.642967966,0.794619588,0.407819638,1.159225561,0.745344901,0.023090262,5.77865612,0.68230355
IJOPEGA,H6,H,36.91,0.07,2.76,6.97,22.26,0.3,1.7,0.93,0.09,0.25,0.21,27.56,0.14,0.23,13.42,1.2,1.46,0.69,0.042,0.27,0.19,0.061,0.18,0.028,3.3,1.32E-07,1.33E-05,2.09E-08,2.12E-08,2.46E-08,1.35E-08,6.50E-09,6.12E-05,27.56,11.42,2.053651267,0.013477089,0.3131177,1.623529412,9.642857143,0.321052632,0.009924812,0.861788618,4533.333333,0.729,8.15,22.18,0.1458,6.72E-06,2.22E-08,2.04E-05,4.1925,9.31,9.34E-06,5.59275,0.252902758,0.603088594,0.736828838,0.329850221,1.262743756,0.761546356,0.027634787,4.372549015,0.746681116
RUMANOVÁ,H5,H,38.85,0.23,1.95,23.23,21.94,0.28,1.19,0.59,0.07,0.32,0.2,21.19,0.14,0.22,13.23,0.85,1.03,0.44,0.14,1.651,0.15,0.066,0.185,0.021,5.154622222,1.10E-07,4.93E-05,1.70E-07,2.85E-08,4.27E-08,1.65E-08,5.40E-09,4.54E-05,21.19,4.94,1.601662887,0.012762078,1.058796718,1.638655462,78.61904762,0.44,0.002237625,0.668229777,2751.111111,2.073,8.14875,15.77333333,0.4146,2.47E-05,8.04E-08,1.51E-05,3.8875,7.183333333,1.19E-05,4.655,1.096271826,0.564736165,1.107107843,0.396198146,0.860084127,0.485720611,0.016988417,4.75757575,0.545431145
DHAJALA,H3.8 CHONDRITE,H,35.95,0.106666667,2.043333333,10.6,23.32,0.316666667,1.683333333,0.71,0.09,0.226666667,0.513333333,30.62909091,0.297433333,0.21411,13.76875,1.3,1.148625,0.559644444,0.066666667,60.4408,27.30442857,14.8595,42.7704,4.455771429,5.154622222,7.56E-08,45800.00001,4.19E-08,0.173333356,2.72E-08,257.7500001,0.051111131,1610.00005,29,6.616666667,2.224536789,0.013579188,0.454545455,1.213861386,13.56460962,0.544215747,1.65E-12,1.182042918,6.246362946,149.8309,8.0425,22.08191919,29.96618,22900.00001,0.057777808,622.6003871,4.194254861,10.38021141,5958.496813,5.998040044,0.34607622,0.64867872,0.892788208,0.434826491,1.059846698,0.6875,0.022253129,4.658333328,0.851991402
YAMATO 794046,H4,H,34.83,0.07,1.74,12.67,22.96,0.31,1.45,0.6,0.07,0.14,0.4,28.37,0.272,0.233,14.35,1.153333333,0.9155,0.5195,0.056,0.2885,0.169,0.07075,0.215,0.0328,3.78,1.75E-08,3.30E-07,8.90E-09,9.60E-09,1.04E-08,5.00E-09,1.90E-09,5.77E-06,27.91,5.55,1.977003484,0.013501742,0.551829268,1.2,8.795731707,0.418639053,0.053030303,0.923076923,1154,0.77605,7.7625,20.61,0.15521,1.74E-07,9.63E-09,1.93E-06,4.234583333,9.625,7.69E-07,5.733666667,0.44659852,0.659201837,0.974295871,0.371162302,0.977547011,0.644400786,0.019236291,4.761194023,0.814527706
FARMVILLE,H4,H,37.05,0.11,2.09,10.11,23.29,0.33,1.66,0.82,0.09,0.26,0.5,23.74333333,0.3525,0.2435,14.15,1.215,1.125,0.6115,0.066,60.6408,38.3528,14.8589,41.3648,6.526,5.154622222,1.02E-07,1.08E-05,2.06E-08,2.19E-08,2.46E-08,1.21E-08,5.30E-09,4.68E-05,27.56,4.99,1.677974087,0.014169171,0.434091885,1.259036145,9.292185106,0.387426733,0.009445471,0.890243902,3867.768595,161.7433,8.19875,18.76444444,32.34866,5.46E-06,2.24E-08,1.56E-05,4.275375,8.113111111,7.23E-06,5.188354167,0.425803734,0.628609986,0.85334696,0.373054822,1.109281437,0.697305389,0.024561404,4.120879116,0.640845704
MENOW,H4,H,36.8,0.12,2.41,8.52,24.01,0.31,1.76,0.89,0.1,0.05,0.52,27.005,0.355,0.229,14.19,1.215,1.1875,0.6255,0.072,62.6496,38.7544,15.2608,40.7624,6.4256,5.154622222,9.15E-08,1.64E-05,3.23E-08,3.06E-08,5.02E-08,1.11E-08,1.27E-08,3.27E-05,27.41,4.02,1.903100775,0.012911287,0.354852145,1.369318182,9.75,0.393782383,0.005565693,0.608565737,2939.820359,163.8528,8.29125,19.47833333,32.77056,8.27E-06,3.77E-08,1.09E-05,4.3045,9.196333333,6.17E-06,5.609875,0.31549713,0.652445652,0.829635297,0.383960827,1.131263449,0.738087919,0.026902174,4.212121208,0.733831522
OGI,H6,H,39.73,0.14,2.05,7.05,24.92,0.304,1.76,1.15,0.12,0.223,0.58,24.365,0.3795,0.235,14.665,1.24,1.1175,0.7415,0.084,61.0432,38.7542,14.659,42.5694,6.526,5.154622222,3.83E-07,1.52E-05,6.29E-08,6.35E-08,6.96E-08,1.29E-08,1.24E-08,6.59E-05,22.93,5.96,1.6614388,0.012199037,0.282905297,1.164772727,9.353846154,0.378255776,0.025279121,0.911919579,5091.752577,163.5518,8.782125,17.75166667,32.71036,7.78E-06,6.53E-08,2.20E-05,4.441,8.3265,1.02E-05,5.3534375,0.289349477,0.627233828,0.76519866,0.360907737,1.242727557,0.779480763,0.031965769,2.999999998,0.613264536
YAMATO 74155,H4,H,34.48,0.145,1.66,17.535,22.835,0.265,1.53,0.775,0.09,0.28,0.435,29.05333333,0.331666667,0.223333333,13.87,1.13,0.952333333,0.564666667,0.087,0.419,0.238,0.09,0.26,0.042,5.154622222,1.30E-07,2.10E-05,2.00E-08,2.10E-08,2.40E-08,2.00E-08,6.10E-09,5.80E-05,29.37,6.12,2.094688777,0.011604992,0.767900153,1.08496732,9.976190476,0.378151261,0.006190476,0.875,2900,1.049,7.739375,21.51444444,0.2098,1.06E-05,2.17E-08,1.93E-05,4.12925,9.869444444,9.90E-06,5.776541667,0.603545204,0.662267981,1.117044826,0.361798994,0.854099579,0.565642804,0.025087007,3.687861267,0.842614076
PLAINVIEW (1917),H5,H,35.695,0.11,2.14,12.9,23.13,0.305,1.7,0.69,0.095,0.255,0.55,26.00333333,0.39432,0.25896,14.672,1.2584,1.188666667,0.6675,0.0655,0.372,0.213,0.08755,0.241,0.038,5.154622222,8.67E-08,0.000144098,4.13E-07,1.64E-08,5.14E-08,1.42E-07,2.85E-08,2.86E-05,27.23,5.9,1.772310069,0.013186338,0.55771725,1.258823529,9.789473684,0.411032864,0.000601502,0.427861287,200.8901382,0.95155,8.00125,19.71111111,0.19031,7.21E-05,1.60E-07,9.59E-06,4.446641667,8.885537778,2.17E-05,5.563585,0.496090245,0.647989915,0.952292851,0.386418425,0.990702193,0.641965029,0.021991876,4.891719739,0.728486716
YAMATO 74371,H4,H,35.7,0.12,2.08,11.35,24.03,0.27,1.52,0.74,0.09,0.27,0.47,28.1,0.321,0.209,14.5,1.09,1.1,0.549,0.0627,0.295,0.18,0.084,0.205,0.034,5.154622222,1.86E-07,1.39E-05,2.51E-08,2.64E-08,3.14E-08,1.06E-08,5.70E-09,4.71E-05,28.06,5.21,1.937931034,0.011235955,0.472326259,1.368421053,8.676470588,0.466666667,0.013381295,0.840764331,4443.396226,0.798,8.0875,20.45666667,0.1596,7.04E-06,2.76E-08,1.57E-05,4.30975,9.543333333,7.66E-06,5.7414625,0.403914591,0.673109244,0.936474325,0.437286531,1.009044658,0.679197287,0.0232493,4.337349392,0.787114846
ZHOVTNEVYI,H6,H,37.48,0.11,2.44,9.82,24.82,0.11,1.96,1.26,0.09,0.2,0.49,26.55666667,0.347333333,0.189333333,14.635,1.276666667,1.2155,0.7825,0.066,50.41533333,32.3275,12.56183333,34.34366667,5.1429,5.154622222,5.70E-07,1.81E-05,9.23E-08,1.11E-07,1.24E-07,2.27E-08,1.25E-08,5.23E-05,24.93,5.91,1.814599704,0.00443191,0.39564867,1.244897959,9.802899791,0.388580414,0.031491713,0.897177419,2299.486804,134.7912333,8.545,19.13222222,26.95824667,9.34E-06,1.09E-07,1.74E-05,4.477416667,9.031111111,8.91E-06,5.633625,0.369775323,0.662219851,0.867735471,0.377001985,1.081986143,0.716512702,0.03601921,3.259259257,0.708555674
BUTSURA,H6,H,36.05,0.105,1.95,9.425,23.23,0.3,1.795,0.81,0.085,0.29,0.545,28.22166667,0.356,0.22875,14.024,1.25,1.061333333,0.60125,0.063,62.4518,40.3614,16.2654,43.975,6.4256,5.154622222,8.58E-06,3.17E-05,1.20E-07,1.13E-07,1.34E-07,1.03E-08,2.38E-08,3.92E-05,28.265,5.875,2.012383533,0.012914335,0.405725355,1.086350975,9.719216882,0.40299395,0.092733711,0.843283582,3820.97561,169.4792,8.06375,20.78722222,33.89584,2.01E-05,1.22E-07,1.31E-05,4.234145833,9.602138889,9.97E-06,5.72575,0.333963267,0.644382802,0.859342105,0.386081252,1.103965702,0.711376512,0.02482663,4.184357537,0.782847896
GUAREÑA,H6,H,36.74,0.12,2.04,10.24,23.44,0.32,1.6,0.9,0.09,0.27,0.55,27.81333333,0.381333333,0.243333333,13.57666667,1.16,1.1,0.728,0.071,0.3935,0.20369125,0.086583333,0.252166667,0.0395,5.16,6.44E-07,934.6939042,1.58E-08,1.66E-08,1.88E-08,7.10E-09,3.74E-08,3.93E-05,27.74,5.48,2.048612816,0.013651877,0.436860068,1.275,9.962025316,0.425071442,6.88E-10,0.882978723,5539.43662,0.97544125,8.175,20.34444444,0.19508825,467.3469524,1.71E-08,1.31E-05,4.141166667,9.479333333,116.836743,5.634208333,0.368168744,0.637996734,0.868488912,0.382035987,1.090855107,0.695961995,0.026946108,3.676767673,0.757031392
ZAOYANG,H5,H,36.34,0.15,2.2,8.8,24.26,0.33,1.65,0.93,0.11,0.3,0.66,27.54,0.416,0.2425,14.63,1.2,1.164,0.65,0.09,0.298,0.17,0.076,0.18,0.029,5.154622222,1.13E-08,1.53E-05,1.80E-09,1.60E-09,2.00E-09,6.70E-09,1.80E-09,5.29E-05,26.78,5.1,1.882433356,0.013602638,0.362737016,1.333333333,10.27586207,0.447058824,0.000738562,0.8,7225.933511,0.753,8.265,19.80666667,0.1506,7.66E-06,1.80E-09,1.76E-05,4.411,9.3995,8.53E-06,5.7415625,0.319535221,0.66758393,0.857810067,0.43446308,1.099213551,0.733817302,0.028618602,3.701923073,0.757842598
YANZHUANG,H6,H,36.92,0.1,2.36,8.31,23.22,0.41,1.57,0.92,0.13,0.21,0.45,26.126,0.3482,0.2554,14.18,1.28,1.1558,0.6542,0.086666667,0.3475,0.20225,0.073,0.225,0.0425,5.154622222,3.45E-08,8.83E-07,7.20E-09,7.83E-09,8.30E-09,9.14E-09,3.62E-09,2.85E-06,28,5.97,1.842454161,0.017657192,0.357881137,1.503184713,8.176470588,0.360939431,0.039093484,0.9437751,311.5973742,0.89025,8.2175,20.032,0.17805,4.59E-07,7.78E-09,9.54E-07,4.3175,8.909866667,4.75E-07,5.510783333,0.318073949,0.628927411,0.802698574,0.342205775,1.170948303,0.736441484,0.02843987,3.742857139,0.707638136
ANLONG,H5,H,35.55,0.12,1.58,10.94004861,23.81,0.27,1.48,0.85,0.14,0.25,0.447809028,27.98,0.356,0.227,14.05,1.18,1.036666667,0.6095,0.072,66.0636,41.5656,15.4619,44.3772,6.7268,2.3,1.42E-07,1.79E-05,1.82E-08,1.78E-08,2.23E-08,9.00E-09,4.80E-09,5.52E-05,26.73,5.80592029,1.991459075,0.011339773,0.459472852,1.067567568,9.820954986,0.371987894,0.007907366,0.798206278,6133.333333,174.1951,7.99125,20.17197343,34.83902,9.03E-06,1.94E-08,1.84E-05,4.219041667,9.521,9.17E-06,5.688895833,0.390995304,0.6697609,0.935902198,0.360011095,1.023020152,0.685178898,0.027848101,3.090909088,0.787060478
BIELOKRYNITSCHIE,H4,H,40.03,0.12,2.48,26.22,21.02,0.29,2.51,1.22,0.14,0.29,0.26,22.6,0.414,0.235,14.18689966,1.209052624,1.1907928,0.612,0.065418571,0.883,0.2278,0.0832,0.2223,0.0335,5.154622222,3.56E-08,2.90E-05,5.21E-07,7.30E-09,4.98E-08,3.32E-08,7.20E-09,1.43E-05,20.38,5.80592029,1.59301895,0.013796384,1.247383444,0.988047809,26.35820896,0.36523266,0.001227586,0.427861287,430.7228916,1.4498,8.4975,16.26197343,0.28996,1.45E-05,1.93E-07,4.78E-06,4.299686271,7.749666667,5.49E-06,5.064145457,1.160176991,0.52510617,1.111267937,0.369723225,0.847375106,0.444961897,0.033974519,3.669117644,0.564576568
KESEN,H4,H,35.92,0.1,2,10.94004861,23.25,0.29,1.68,0.880680272,0.1,0.25,0.447809028,25.5775,0.372666667,0.23,14.16,1.237333333,1.0995,0.6025,0.06,42.24085714,26.58471429,10.20437143,30.46042857,5.447516667,5.154622222,1.33E-07,1.42E-05,2.41E-08,2.81E-08,3.15E-08,1.83E-08,5.79E-09,5.24E-05,27.16,5.80592029,1.806320621,0.012473118,0.470539725,1.19047619,7.754149226,0.383843562,0.009365079,0.891428571,2869.434307,114.9378881,8.046335034,19.51447343,22.98757762,7.15E-06,2.79E-08,1.75E-05,4.274833333,8.726722222,8.35E-06,5.4174375,0.427721576,0.647271715,0.901636303,0.358593369,1.050598097,0.680022432,0.027301789,3.752497221,0.712068486
BEAVER CREEK,H5,H,37.125,0.095,2.25,9.415,23.46,0.26,1.7,0.855,0.11,0.205,0.47,27.97333333,0.338,0.2095,14.145,1.215,1.137333333,0.59575,0.057,19.6718493,12.40108805,0.058,13.54512129,2.021748792,5.154622222,4.89E-06,3.21E-05,1.47E-07,1.62E-07,1.79E-07,2.85E-08,2.34E-08,6.52E-05,28.21,4.875,1.97761282,0.011082694,0.401321398,1.323529412,9.73011552,0.004677009,0.092733711,0.905737705,2289.122807,47.69780743,8.245625,20.35277778,9.539561487,1.85E-05,1.63E-07,2.18E-05,4.273270833,9.506944444,1.28E-05,5.708864583,0.336570543,0.631919192,0.834920635,0.00447514,1.129277567,0.713612167,0.025993266,4.093264244,0.75349046
CANON CITY,H6,H,36.7,0.14,2.1,9.31,23.41,0.34,1.8,0.94,0.08,0.3,0.54,22.375,0.369,0.263,14.1,1.29,1.11,0.697,0.084,19.6718493,12.40108805,4.497900549,13.54512129,2.021748792,5.154622222,6.34E-08,1.38E-05,2.25E-08,8.08E-09,1.17E-08,1.64E-08,4.05E-09,5.58E-05,27.76,5.62,1.586879433,0.014523708,0.397693293,1.166666667,9.73011552,0.362702089,0.004601561,0.692142857,3411.314985,52.13770798,8.20875,18.585,10.4275416,6.92E-06,1.41E-08,1.86E-05,4.29925,7.669,8.71E-06,5.036,0.416089385,0.637874659,0.843298969,0.347047167,1.121638142,0.715464548,0.027792916,3.823529408,0.609673025
SCHENECTADY,H5,H,36.2,0.12,2.25,11.77,23,0.32,1.77,0.83,0.1,0.29,0.55,27.52,0.376,0.247,13.87,1.27,1.191,0.62,0.072,19.6718493,12.40108805,4.497900549,13.54512129,2.021748792,5.154622222,5.20E-07,1.92E-05,7.30E-08,7.60E-08,8.70E-08,2.32E-08,1.69E-08,5.64E-05,27.52,5.29,1.984138428,0.013913043,0.51173913,1.271186441,9.73011552,0.362702089,0.027083333,0.873563218,2431.034483,52.13770798,8.095,20.11,10.4275416,9.86E-06,7.87E-08,1.88E-05,4.23775,9.381,9.55E-06,5.64575,0.427688953,0.635359116,0.904291287,0.347047167,1.041127409,0.66148979,0.025690608,4.322580641,0.760220994
ALLAN HILLS A76008,H6,H,35.1375,0.105,2.12,15.335,22.705,0.2975,1.765,0.8,0.0975,0.266666667,0.415,26.63333333,0.3215,0.23,13.89666667,0.99,0.971,0.603,0.06,0.31,12.40108805,4.497900549,13.54512129,2.021748792,1.31,2.24E-08,1.11E-05,1.67E-08,7.41E-09,8.40E-09,9.09E-09,2.56E-09,4.88E-05,25.525,4.683333333,1.916526745,0.013102841,0.675401894,1.201133144,0.153332601,0.362702089,0.002016641,0.881746032,5373.880245,32.77585868,7.898645833,18.94722222,6.555171737,5.55E-06,1.08E-08,1.63E-05,4.115166667,9.061611111,7.50E-06,5.4631875,0.575782228,0.646175738,1.021002483,0.347047167,0.923698738,0.596871714,0.025542512,4.328690803,0.757974623
AVANHANDAVA,H4,H,36.675,0.085,2.8,10.08,24.005,0.285,2,0.775,0.145,0.28,0.48,27.225,0.328,0.22,14.48,1.43,1.4815,0.575,0.051,19.6718493,12.40108805,4.497900549,13.54512129,2.021748792,5.154622222,4.74E-07,1.77E-05,7.60E-08,8.00E-08,9.00E-08,1.50E-08,1.30E-08,5.76E-05,27.225,5.77,1.880179558,0.011872527,0.419912518,1.4,9.73011552,0.362702089,0.026779661,0.888888889,3840,52.13770798,8.370625,20.07333333,10.4275416,9.09E-06,8.20E-08,1.92E-05,4.491625,9.257666667,9.51E-06,5.7238125,0.370247934,0.654533061,0.863457885,0.347047167,1.075986504,0.70426874,0.025085208,5.217391299,0.742331288
CHIANG KHAN,H6,H,37.23,0.13,2.3,9.64,23.64,0.32,1.73,0.92,0.08,0.24,0.5,21.585,0.342,0.248,14.3,1.24,1.22,0.683,0.078,19.6718493,12.40108805,4.497900549,13.54512129,2.021748792,5.154622222,6.99E-08,2.99E-05,8.73E-08,1.69E-08,2.35E-08,1.83E-08,5.17E-09,5.99E-05,26.98,5.21,1.509440559,0.013536379,0.407783418,1.329479769,9.73011552,0.362702089,0.002339168,0.716713881,3267.272727,52.13770798,8.3075,17.925,10.4275416,1.50E-05,4.26E-08,2.00E-05,4.36075,7.391666667,1.13E-05,4.962,0.44660644,0.634971797,0.841892234,0.347047167,1.118689904,0.710336538,0.026860059,4.029999996,0.579774375
BATH,H4,H,37.44333333,0.11,2.93,9.62,24.04,0.32,1.22,0.9,0.09,0.29,0.67,26.1,0.4186,0.247,14.5,0.87,1.551,0.67,0.066,19.6718493,12.40108805,4.497900549,13.54512129,2.021748792,5,9.50E-08,9.50E-06,2.43E-08,1.94E-08,2.07E-08,7.92E-09,4.82E-09,2.73E-05,26.1,6.11,1.8,0.013311148,0.400166389,2.401639344,9.73011552,0.362702089,0.009997895,0.934751618,3441.287879,52.13770798,8.404166667,19.43666667,10.4275416,4.80E-06,2.15E-08,9.09E-06,4.39775,8.921866667,4.62E-06,5.552825,0.368582375,0.642036856,0.833718626,0.347047167,1.112398495,0.714200832,0.026439954,4.191919188,0.697053325
UBERABA,H5,H,37.5,0.12,2.3,11.52,23.43,0.32,1.78,0.9,0.09,0.25,0.55,26.08,0.376,0.2385,14.13,1.27,1.217,0.695,0.072,19.6718493,12.40108805,4.497900549,13.54512129,2.021748792,5.1,4.63E-08,8.31E-06,1.63E-08,1.43E-08,1.56E-08,8.10E-09,3.47E-09,2.27E-05,26.08,5.7,1.84571833,0.013657704,0.491677337,1.292134831,9.73011552,0.362702089,0.0055716,0.910543131,2807.407407,52.13770798,8.32125,19.28666667,10.4275416,4.18E-06,1.54E-08,7.58E-06,4.328,8.898166667,3.89E-06,5.5098125,0.441717791,0.6248,0.878140703,0.347047167,1.072961373,0.670386266,0.0264,4.121212117,0.695466667
